1,hsa-miR-148a-3p,15
1,hsa-miR-32-5p,15
1,hsa-let-7d-5p,241
1,hsa-miR-10b-5p,241
1,hsa-miR-185-5p,241
1,hsa-miR-205-5p,241
1,hsa-miR-34a-5p,241
1,hsa-miR-21-5p,544
1,hsa-miR-152-3p,702
1,hsa-miR-15b-3p,702
1,hsa-miR-183-3p,702
1,hsa-miR-199a-3p,702
1,hsa-miR-219a-5p,702
1,hsa-miR-24-3p,702
1,hsa-miR-26b-3p,702
1,hsa-miR-27a-5p,702
1,hsa-miR-32-5p,702
1,hsa-miR-450a-5p,702
1,hsa-miR-497-5p,702
1,hsa-miR-503-5p,702
1,hsa-miR-542-3p,702
1,hsa-miR-668-3p,702
1,hsa-miR-141-3p,784
1,hsa-miR-200a-3p,784
1,hsa-miR-200b-3p,784
1,hsa-miR-200c-3p,784
1,hsa-miR-429,784
1,hsa-miR-34a-5p,936
1,hsa-miR-1-3p,985
1,hsa-miR-106b-5p,985
1,hsa-miR-155-5p,1175
1,hsa-miR-27b-3p,1832
1,hsa-miR-125b-5p,2336
1,hsa-miR-15a-5p,2336
1,hsa-miR-16-5p,2336
1,hsa-miR-200a-3p,2336
1,hsa-miR-25-3p,2336
1,hsa-miR-92a-3p,2336
1,hsa-let-7e-5p,2375
1,hsa-miR-1-3p,2375
1,hsa-miR-100-5p,2375
1,hsa-miR-125b-5p,2375
1,hsa-miR-143-5p,2375
1,hsa-miR-152-3p,2375
1,hsa-miR-204-5p,2375
1,hsa-miR-218-5p,2375
1,hsa-miR-23b-3p,2375
1,hsa-miR-376a-3p,2375
1,hsa-miR-376c-3p,2375
1,hsa-miR-377-3p,2375
1,hsa-miR-381-3p,2375
1,hsa-miR-424-5p,2375
1,hsa-miR-551b-3p,2375
1,hsa-miR-99a-5p,2375
1,hsa-miR-200c-3p,2578
1,hsa-miR-141-3p,2662
1,hsa-miR-148a-3p,2662
1,hsa-miR-149-3p,2662
1,hsa-miR-181b-5p,2662
1,hsa-miR-195-5p,2662
1,hsa-miR-26b-5p,2662
1,hsa-miR-638,2662
1,hsa-miR-663a,2662
1,hsa-miR-98-5p,2662
1,hsa-miR-18a-5p,2995
1,hsa-miR-21-5p,3071
1,hsa-miR-328-3p,3117
1,hsa-miR-181c-5p,3121
1,hsa-miR-21-5p,3121
1,hsa-miR-374a-5p,3121
1,hsa-miR-10b-3p,3220
1,hsa-miR-141-3p,3220
1,hsa-miR-16-1-3p,3220
1,hsa-miR-29a-5p,3220
1,hsa-miR-301a-3p,3220
1,hsa-miR-34a-5p,3220
1,hsa-miR-548c-5p,3220
1,hsa-miR-549a-3p,3220
1,hsa-let-7a-5p,3229
1,hsa-let-7b-5p,3229
1,hsa-miR-101-3p,3229
1,hsa-miR-122-5p,3229
1,hsa-miR-124-3p,3229
1,hsa-miR-125a-3p,3229
1,hsa-miR-125b-5p,3229
1,hsa-miR-126-3p,3229
1,hsa-miR-128-3p,3229
1,hsa-miR-139-5p,3229
1,hsa-miR-143-3p,3229
1,hsa-miR-146a-5p,3229
1,hsa-miR-152-3p,3229
1,hsa-miR-16-5p,3229
1,hsa-miR-181a-5p,3229
1,hsa-miR-181b-5p,3229
1,hsa-miR-18a-3p,3229
1,hsa-miR-190a-5p,3229
1,hsa-miR-193a-3p,3229
1,hsa-miR-193b-3p,3229
1,hsa-miR-199a-3p,3229
1,hsa-miR-199b-5p,3229
1,hsa-miR-205-5p,3229
1,hsa-miR-21-5p,3229
1,hsa-miR-212-3p,3229
1,hsa-miR-23a-3p,3229
1,hsa-miR-26a-5p,3229
1,hsa-miR-29b-3p,3229
1,hsa-miR-29c-3p,3229
1,hsa-miR-30a-5p,3229
1,hsa-miR-30e-5p,3229
1,hsa-miR-31-5p,3229
1,hsa-miR-7-5p,3229
1,hsa-miR-96-5p,3229
1,hsa-miR-99a-5p,3229
1,hsa-miR-374c-5p,3385
1,hsa-let-7a-5p,3385
1,hsa-let-7b-5p,3385
1,hsa-let-7d-5p,3385
1,hsa-let-7f-5p,3385
1,hsa-miR-1-3p,3385
1,hsa-miR-103a-3p,3385
1,hsa-miR-10a-3p,3385
1,hsa-miR-10b-5p,3385
1,hsa-miR-1226-5p,3385
1,hsa-miR-1229-3p,3385
1,hsa-miR-1246,3385
1,hsa-miR-1251-5p,3385
1,hsa-miR-1252-5p,3385
1,hsa-miR-1262,3385
1,hsa-miR-1268a,3385
1,hsa-miR-1277-3p,3385
1,hsa-miR-1286,3385
1,hsa-miR-1304-5p,3385
1,hsa-miR-132-3p,3385
1,hsa-miR-133a-3p,3385
1,hsa-miR-135b-5p,3385
1,hsa-miR-137-3p,3385
1,hsa-miR-140-3p,3385
1,hsa-miR-141-3p,3385
1,hsa-miR-145-5p,3385
1,hsa-miR-146b-5p,3385
1,hsa-miR-147a,3385
1,hsa-miR-149-3p,3385
1,hsa-miR-151a-3p,3385
1,hsa-miR-152-3p,3385
1,hsa-miR-155-5p,3385
1,hsa-miR-15b-5p,3385
1,hsa-miR-16-5p,3385
1,hsa-miR-182-5p,3385
1,hsa-miR-183-3p,3385
1,hsa-miR-184,3385
1,hsa-miR-185-5p,3385
1,hsa-miR-190a-5p,3385
1,hsa-miR-191-5p,3385
1,hsa-miR-1910-5p,3385
1,hsa-miR-1912-3p,3385
1,hsa-miR-1915-3p,3385
1,hsa-miR-194-5p,3385
1,hsa-miR-195-5p,3385
1,hsa-miR-199a-5p,3385
1,hsa-miR-19a-3p,3385
1,hsa-miR-20a-5p,3385
1,hsa-miR-200c-3p,3385
1,hsa-miR-2052,3385
1,hsa-miR-206,3385
1,hsa-miR-21-5p,3385
1,hsa-miR-2116-5p,3385
1,hsa-miR-218-5p,3385
1,hsa-miR-2355-3p,3385
1,hsa-miR-23a-3p,3385
1,hsa-miR-23b-3p,3385
1,hsa-miR-25-3p,3385
1,hsa-miR-27a-3p,3385
1,hsa-miR-27b-3p,3385
1,hsa-miR-27b-5p,3385
1,hsa-miR-299-5p,3385
1,hsa-miR-29a-3p,3385
1,hsa-miR-29b-1-5p,3385
1,hsa-miR-302f,3385
1,hsa-miR-30c-2-3p,3385
1,hsa-miR-30e-5p,3385
1,hsa-miR-3133,3385
1,hsa-miR-3134,3385
1,hsa-miR-3146,3385
1,hsa-miR-3149,3385
1,hsa-miR-3152-3p,3385
1,hsa-miR-3153,3385
1,hsa-miR-3163,3385
1,hsa-miR-3167,3385
1,hsa-miR-3174,3385
1,hsa-miR-3192-5p,3385
1,hsa-miR-320d,3385
1,hsa-miR-340-5p,3385
1,hsa-miR-342-3p,3385
1,hsa-miR-34a-5p,3385
1,hsa-miR-34c-3p,3385
1,hsa-miR-203b-3p,3385
1,hsa-miR-122b-5p,3385
1,hsa-miR-3606-5p,3385
1,hsa-miR-3614-3p,3385
1,hsa-miR-3658,3385
1,hsa-miR-3659,3385
1,hsa-miR-3662,3385
1,hsa-miR-3668,3385
1,hsa-miR-3672,3385
1,hsa-miR-3679-5p,3385
1,hsa-miR-3682-3p,3385
1,hsa-miR-3692-5p,3385
1,hsa-miR-371a-5p,3385
1,hsa-miR-378i,3385
1,hsa-miR-379-5p,3385
1,hsa-miR-383-5p,3385
1,hsa-miR-3911,3385
1,hsa-miR-3914,3385
1,hsa-miR-3945,3385
1,hsa-miR-410-5p,3385
1,hsa-miR-4271,3385
1,hsa-miR-429,3385
1,hsa-miR-4298,3385
1,hsa-miR-4306,3385
1,hsa-miR-4428,3385
1,hsa-miR-4450,3385
1,hsa-miR-4453,3385
1,hsa-miR-4460,3385
1,hsa-miR-4464,3385
1,hsa-miR-4470,3385
1,hsa-miR-4474-3p,3385
1,hsa-miR-4475,3385
1,hsa-miR-4476,3385
1,hsa-miR-4504,3385
1,hsa-miR-4509,3385
1,hsa-miR-4518,3385
1,hsa-miR-4635,3385
1,hsa-miR-4652-5p,3385
1,hsa-miR-4661-3p,3385
1,hsa-miR-4662a-3p,3385
1,hsa-miR-4674,3385
1,hsa-miR-4676-5p,3385
1,hsa-miR-4678,3385
1,hsa-miR-4680-3p,3385
1,hsa-miR-4693-5p,3385
1,hsa-miR-4700-5p,3385
1,hsa-miR-4703-5p,3385
1,hsa-miR-4716-3p,3385
1,hsa-miR-4720-3p,3385
1,hsa-miR-4723-3p,3385
1,hsa-miR-4729,3385
1,hsa-miR-4732-5p,3385
1,hsa-miR-4735-3p,3385
1,hsa-miR-4759,3385
1,hsa-miR-4765,3385
1,hsa-miR-4772-5p,3385
1,hsa-miR-4773,3385
1,hsa-miR-4774-5p,3385
1,hsa-miR-4777-5p,3385
1,hsa-miR-4778-5p,3385
1,hsa-miR-4779,3385
1,hsa-miR-4791,3385
1,hsa-miR-4795-5p,3385
1,hsa-miR-4796-3p,3385
1,hsa-miR-4797-5p,3385
1,hsa-miR-4804-5p,3385
1,hsa-miR-454-5p,3385
1,hsa-miR-486-3p,3385
1,hsa-miR-494-3p,3385
1,hsa-miR-501-5p,3385
1,hsa-miR-519a-3p,3385
1,hsa-miR-519c-5p,3385
1,hsa-miR-522-3p,3385
1,hsa-miR-525-3p,3385
1,hsa-miR-548f-5p,3385
1,hsa-miR-556-5p,3385
1,hsa-miR-558,3385
1,hsa-miR-559,3385
1,hsa-miR-574-3p,3385
1,hsa-miR-574-5p,3385
1,hsa-miR-575,3385
1,hsa-miR-592,3385
1,hsa-miR-617,3385
1,hsa-miR-627-5p,3385
1,hsa-miR-628-5p,3385
1,hsa-miR-633,3385
1,hsa-miR-638,3385
1,hsa-miR-663a,3385
1,hsa-miR-671-5p,3385
1,hsa-miR-708-5p,3385
1,hsa-miR-711,3385
1,hsa-miR-758-3p,3385
1,hsa-miR-765,3385
1,hsa-miR-766-3p,3385
1,hsa-miR-889-5p,3385
1,hsa-miR-9-3p,3385
1,hsa-miR-921,3385
1,hsa-miR-936,3385
1,hsa-miR-27b-3p,3386
1,hsa-let-7f-5p,3902
1,hsa-let-7a-5p,4091
1,hsa-let-7b-5p,4091
1,hsa-let-7c-5p,4091
1,hsa-miR-101-3p,4091
1,hsa-miR-192-5p,4091
1,hsa-miR-200b-3p,4091
1,hsa-miR-200c-3p,4091
